,input_en,output_de,gt_de
428,A black-and-white dog goes for a flattened ball on the snow.,Ein schwarzweißer Hund geht auf ein zerquetschtes Ball,Ein schwarz-weißer Hund läuft zu einem kaputten Ball im Schnee.
429,A young girl standing next to a yellow cat on a kitchen countertop.,Ein junges Mädchen steht neben einer gelben Katze auf einem,Ein junges Mädchen steht neben einer gelben Katze auf einer Küchenarbeitsplatte.
430,The two kids are playing at the playground.,"Die beiden Kinder spielen auf dem Spielplatz.�
q",Die zwei Kinder Spielen auf dem Spielplatz.
431,A tennis player in a green striped shirt is holding his hand up to his mouth.,Ein Tennisspieler mit einem grün karierten Oberteil hält seinen,Ein Tennisspieler in einem grün gestreiften Shirt hält seine Hand vor den Mund.
432,A boy in a red suit plays in the water.,Ein Junge mit rotem Anzug spielt im Wasser.[,Ein Junge in einem roten Badeanzug spielt im Wasser.
433,A child wearing a red coat and cap is holding a large chunk of snow.,Ein Kind in einem roten Mantel und mit einer Kappe hält,Ein Kind mit roter Jacke und Mütze hält ein großes Stück Schnee.
434,Two officers with orange jackets stand outside a white tent with onlookers.,Zwei Polizisten mit orangen Jacken stehen vor einem weißen,Zwei Polizisten in orangefarbenen Warnwesten stehen mit Passanten vor einem weißen Zelt.
435,Two people standing next to a tree on the ground.,Zwei Personen stehen neben einem Baum auf dem Boden.�,Zwei Personen stehen neben einem Baum.
436,Two men sit talking near a stone building.,Zwei Männer sitzen in der Nähe eines steinernen Gebäudes und,Zwei Männer sitzen und unterhalten sich neben einem Gebäude aus Stein.
437,A brunette child with glasses holding a blond child wearing a red sweater and yellow boots.,Ein braunhaariges Kind mit Brille hält ein blondes,Ein brünettes Kind mit Brille hält ein blondes Kind in einem roten Sweatshirt und gelben Stiefeln.
438,A black and white dog is playing with a white ball.,Ein schwarz-weißer Hund spielt mit einem weißen Ball.,Ein schwarz-weißer Hund spielt mit einem weißen Ball.
439,Two people are kissing on a sidewalk in front of a limo while people walk by.,Zwei Personen küssen sich auf einem Gehweg vor einem Lim,Zwei Personen küssen sich auf einem Gehsteig vor eine Limousine während Leute vorbeigehen.
440,A woman is playing volleyball.,"Eine Frau spielt Volleyball.[
�assistant
Eine Frau",Eine Frau spielt Volleyball.
441,Two large dogs are fighting in a dirt field.,Zwei große Hunde kämpfen auf einer Schmutzfläche.�,Zwei große Hunde kämpfen auf einem unbefestigten unbewachsenen Gelände.
442,A brown dog jumping over a hurdle.,Ein brauner Hund springt über eine Hürde.0,Ein brauner Hund springt über eine Hürde.
443,A man wearing a striped shirt is smoking a cigarette on the street,Ein Mann in einem gestreiften Hemd raucht auf,Ein Mann in einem gestreiften Shirt raucht auf der Straße eine Zigarette.
444,A little girl is holding a little boy on her lap.,Ein kleines Mädchen hält ein Kleinkind auf dem Schoß,Ein kleines Mädchen hält einen kleinen Jungen auf ihrem Schoß.
445,A man trying to ride a very mad bull on a beautiful Saturday afternoon.,Ein Mann versucht am schönen Samstagabend einen sehr wilden Bull,"Ein Mann versucht an einem schönen Samstagnachmittag, einen sehr wütenden Bullen zu reiten."
446,Children fight to win a tug-of-war battle.,Kinder kämpfen um den Sieger in einem Wurfzug gegeneinander,"Kinder bemühen sich, beim Seilziehen zu gewinnen."
447,A cyclist is leaning a mountain bike around a bend on a dirt track.,Ein Radfahrer lehnt ein Mountainbike an einer Kurve,Ein Radfahrer lehnt sich auf einer unbefestigten Piste mit einem Mountainbike in die Kurve.
448,Two people and a leashed cow at a home.,Zwei Personen und eine gelederte Kuh in einem Haus.,Zwei Personen und eine angebundene Kuh vor einem Haus.
449,The young boy learns how to ride a bike with his dad.,Der Junge lernt mit seinem Vater wie man ein Fahrrad fährt,"Der kleine Junge lernt mit seinem Vater, Rad zu fahren."
450,Boy in red shirt and black shorts sweeps driveway.,Junge im roten Hemd und schwarzen Shorts streift den Hof,Ein Junge in einem roten Shirt und schwarzen Shorts kehrt eine Einfahrt.
451,An african family are standing in front of some makeshift houses.,Eine afrikanische Familie steht vor einigen improvisierten Häusern,Eine afrikanische Familie steht vor ein paar provisorischen Behausungen.
452,A man playing an instrument next to a tree.,"Ein Mann spielt neben einem Baum ein Instrument.[
+",Ein Mann spielt neben einem Baum ein Instrument.
453,Two women are holding hands over a table and smiling at the camera.,Zwei Frauen halten sich an einem Tisch und lächeln in die,Zwei Frauen halten sich über einen Tisch an den Händen und lächeln in die Kamera.
454,A panting brown dog walking on the grass.,Ein schwitzende brauner Hund geht auf dem Rasen spa,Ein hechelnder brauner Hund geht auf dem Gras.
455,A baseball player in a black shirt just tagged a player in a white shirt.,"Ein Baseballspieler mit schwarzem Hemd, der gerade einen",Eine Baseballspielerin in einem schwarzen Shirt fängt eine Spielerin in einem weißen Shirt.
456,A woman is holding a large check for Kids Food Basket.,Eine Frau hält einen großen Checks für das Kinder-Essenss,"Eine Frau hält einen großen Scheck für ""Kids' Food Basket""."
457,"The two dogs, one with a tennis ball in its mouth, are running through tall grass.",Die beiden Hunde – der eine mit einem Tennisball im Maul,"Die zwei Hunde, einer mit einem Tennisball im Maul, laufen durch hohes Gras."
458,Two adults and two children sit on a park bench.,Zwei Erwachsene und zwei Kinder sitzen auf einer Parkbank.�,Zwei Erwachsene und zwei Kinder sitzen auf einer Parkbank.
459,A woman in a grassy field blows on a dandelion.,Eine Frau auf einer Wiese bläst einen Dittanderbl,Eine Frau bläst eine Pusteblume auf einer Wiese.
460,A man sells potatoes to a group of people.,"Ein Mann verkauft Kartoffeln einer Gruppe von Leuten.<unused64>
q",Ein Mann verkauft Kartoffeln an eine Gruppe.
461,A group of people on a street gather together to listen to an accordion.,Eine Gruppe von Menschen auf einer Straße versammelt sich um,Eine Gruppe versammelt sich auf einer Straße um einem Akkordeonspieler zuzuhören.
462,A man sits on a bench listing to his iPod,Ein Mann sitzt auf einer Bank und hört sein iPod.0,Ein Mann sitzt auf einer Bank und hört Musik auf seinem iPod.
463,An old man on a subway wearing heavy layered clothing is reading a newspaper.,Ein alter Mann in einer schweren Verteilungskleidung liest Zeitung,Ein alter Mann in dicker Kleidung sitzt in der U-Bahn und liest eine Zeitung.
464,An older man in glasses is preparing meat.,Ein älterer Mann mit Brille bereitet Fleisch zu.,Ein älterer Mann mit Brille bereitet Fleisch zu.
465,A man performing a trick on a bicycle by standing on the pedals while the bike is upright.,"Ein Mann führt ein Kunststück auf einem Fahrrad aus, indem","Ein Mann macht einen Trick auf dem Fahrrad, bei dem er auf dem Hinterreifen balanciert."
466,A man is at the beach making a sand sculpture.,Ein Mann macht an einem Strand eine Sandskulptur.,Ein Mann ist am Strand und macht eine Sandskulptur.
467,Multiple people in a park eating at a picnic table,Mehrere Menschen essen an einem Picknicktisch im Park.,Mehrere Menschen essen an einem Picknicktisch im Park.
468,Two women are strapped to a tree in some type of construction job.,"Zwei Frauen sind an einem Baum festgebunden, bei einer Bau",Zwei Frauen werden bei einer Art Baumaßnahme an einem Baum festgeschnallt.
469,A cowboy in a rodeo trying to beat the 8 second clock.,"Ein Cowboy im Rodeo, der versucht den acht Sekunden-Uhr","Ein Cowboy versucht beim Rodeo, die 8 Sekunden zu schaffen."
470,A dog is jumping through a fiery obstacle.,Ein Hund springt über ein Feuerobstaclee.�,Ein Hund springt durch ein brennendes Hindernis.
471,An overweight woman with long black hair in a pink shirt with a name tag is applying lipstick.,Eine übergewichtige Frau mit langen schwarzen Haaren und,Eine übergewichtige Frau mit langen schwarzen Haaren in einem rosa Shirt mit Namensschild trägt Lippenstift auf.
472,A man fixing a little girl's bicycle.,Ein Mann repariert das Fahrrad eines kleinen Mädchens.,Ein Mann repariert das Fahrrad eines kleinen Mädchens.
473,Two girls in puffy skirts are dancing in front of some musicians in the street.,Zwei Mädchen mit Puffenkörben tanzen vor einigen Musik,Zwei Mädchen in bauschigen Kleidern tanzen vor ein paar Musikanten auf der Straße.
474,The yellow dog is carrying a stick by water.,Der gelbe Hund trägt einen Stock über Wasser.�,Der gelbe Hund trägt einen Stock übers Wasser.
475,A girl in a sweater is blocking the suns rays.,Ein Mädchen mit Pullover blockt die Sonnenstrahlen.,Ein Mädchen in einem Sweatshirt verdeckt die Sonne.
476,A rock concert is taking place.,"Ein Rockkonzert findet statt.�
�assistant
Ein",Ein Rockkonzert findet statt.
477,Three women in bright colors and headdresses are holding love message cards.,Drei Frauen mit leuchtenden Farben und Heiligensch,Drei Frauen in leuchtenden Farben und mit Kopfbedeckungen halten Karten mit Liebesbotschaften.
478,A brown dog is digging in the dirt.,Ein brauner Hund grabt im Erdboden.�,Ein brauner Hund gräbt im Dreck.
479,Young boy in a white striped shirt and headband holding a tennis racket.,Junge mit einem weißen gestreiften Hemd und Stirnband,Ein kleiner Junge in einem weiß gestreiften Shirt und mit einem Stirnband hält einen Tennisschläger.
480,Two dogs running away from the camera in the woods.,"Zwei Hunde rennen im Wald davon, dass die Kamera da",Zwei Hunde laufen im Wald weg von der Kamera.
481,A girl is playing in the fountain fully clothed.,"Ein Mädchen spielt vollständig bekleidet im Brunnen.[
<unused64>",Ein Mädchen spielt komplett bekleidet im Springbrunnen.
482,Three young sumo wrestlers standing and listening to an announcer,Drei junge Sumo-Wrestlers stehen und hören einem Ann,Drei junge Sumoringer stehen und hören einem Ansager zu
483,Two male hikers inspect a log by the side of a forest path.,Zwei Wanderer untersuchen einen Baumstamm neben einem Waldweg.,"Zwei männliche Wanderer inspizieren einen Baumstamm, der am Rand eines Waldweges liegt."
484,Three players bring a team opponent to the ground.,Drei Spieler bringen einen Gegner des Teams auf die Erde.<unused64>,Drei Spieler bringen einen gegnerischen Spieler zu Boden.
485,Two boys cross a city street while kicking a red soccer ball.,"Zwei Jungen überqueren eine Stadtstraße, während sie einen",Zwei Jungen überqueren eine Straße in einer Stadt während sie mit einem roten Fußball spielen.
486,A man holding up another with his back.,"Ein Mann hält einen anderen auf dem Kopf, während er hinter",Ein Mann hält einen anderen mit seinem Rücken hoch.
487,"White dog on mountainside turns to face something offstage, sky in background.",Ein weißer Hund auf einer Berghöhe schaut sich etwas vor,"Weißer Hund auf einem Berg dreht sich zu etwas außerhalb des Bildes um, Himmel im Hintergrund."
488,A boy riding a skateboard on a skateboarding ramp,Ein Junge fährt auf einer Skateboardrampe.<unused64>,Ein Junge fährt Skateboard auf einer Skateboardrampe.
489,"A long-haired, male musician is playing on a piano.",Ein langhaariger Musiker spielt auf einem Klavier.<unused64>,Ein Musiker mit langen Haaren spielt Keyboard.
490,Three athletes holding bouquets stand on the victory podium.,Drei Sportler mit Blumen stehen auf dem Siegerschritt,Drei Sportler halten Blumensträuße und stehen auf dem Siegerpodest.
491,Two bald drag queens in red dresses,Zwei kahlköpfige Drag Queens in roten Kleidern0,Zwei glatzköpfige Drag Queens in roten Kleidern.
492,A young boy is hanging onto a clothing rack.,"Ein kleiner Junge hängt an einer Kleiderecke.�
<unused64>",Ein kleiner Junge hängt von einer Kleiderstange.
493,A little girl wearing pink is holding on to a bar.,Ein kleines Mädchen in rosa trägt sich an einem Geländer fest,Ein kleines Mädchen in Pink hält sich an einer Stange fest.
494,A man in green jumps serveral motorbikes on his own motorbike.,Ein Mann in grün springt auf seinem eigenen Motorrad mehrere Motor,Ein Mann in Grün springt auf seinem Motorrad über mehrere andere Motorräder.
495,A woman playing with two young boys at a park,Eine Frau spielt mit zwei kleinen Jungen in einem Park.�,Eine Frau spielt im Park mit zwei kleinen Jungen.
496,Four people are playing soccer on a beach.,"Vier Menschen spielen an einem Strand Fußball.�
�assistant",Vier Personen spielen Fußball auf einem Strand.
497,"Two teenage girls hugging, one wearing a bicycle helmet, with cyclists in the background.",Zwei Teenagerinnen umarmen sich und eine trägt ein Fahrrad,"Zwei Teenagerinnen umarmen sich vor Radfahrern im Hintergrund, eine trägt einen Fahrradhelm."
498,Two medium sized dogs run across the snow.,Zwei mittelgroße Hunde rennen durch den Schnee.[,Zwei mittelgroße Hunde laufen über den Schnee.
499,A woman is standing in a green field holding a white dog and pointing at a brown dog.,Eine Frau steht auf einem grünen Feld und hält einen weißen Hund,"Eine Frau steht auf einem grünen Feld, hält einen weißen Hund und zeigt auf einen braunen Hund."
500,"A table full of pictures in frames, at an outdoor market.",Eine Tisch voller Bilder mit Rahmen auf einem Markt im Freien.,"Ein Tisch voller gerahmter Bilder, ein Freiluftmarkt."
501,Two people sit at a table outside against a wall and make faces.,"Zwei Personen sitzen an einem Tisch im Freien, vor einer Wand",Zwei Personen sitzen gegen eine Wand gelehnt an einem Tisch im Freien und machen Grimassen.
502,Two guys with nipple piercings are smiling.,"Zwei Männer mit Nippenpiercing lächeln.[
�",Zwei Typen mit gepiercten Brustwarzen lächeln.
