de,en,predicted_en
Zwei große Hunde kämpfen auf einem unbefestigten unbewachsenen Gelände.,Two large dogs are fighting in a dirt field.,Two large dogs fight in an empty and undeveloped area of land.
Ein brauner Hund springt über eine Hürde.,A brown dog jumping over a hurdle.,A brown dog is jumping over a hurdle.
Ein Mann in einem gestreiften Shirt raucht auf der Straße eine Zigarette.,A man wearing a striped shirt is smoking a cigarette on the street,A man smoking outside while wearing a striped shirt. Your task Rewrite
Ein kleines Mädchen hält einen kleinen Jungen auf ihrem Schoß.,A little girl is holding a little boy on her lap.,A little girl is holding a small boy on her lap.
"Ein Mann versucht an einem schönen Samstagnachmittag, einen sehr wütenden Bullen zu reiten.",A man trying to ride a very mad bull on a beautiful Saturday afternoon.,A man is attempting to ride a very wet bull on the beautiful fall day.
"Kinder bemühen sich, beim Seilziehen zu gewinnen.",Children fight to win a tug-of-war battle.,Children are having fun while going down the slide.Exercise Translate German to English
Ein Radfahrer lehnt sich auf einer unbefestigten Piste mit einem Mountainbike in die Kurve.,A cyclist is leaning a mountain bike around a bend on a dirt track.,A biker leaning into the curve on an offroad trail with his mountain bike.Output
Zwei Personen und eine angebundene Kuh vor einem Haus.,Two people and a leashed cow at a home.,Two people and a cow in front of a house.Input Ein Mann mit bl
"Der kleine Junge lernt mit seinem Vater, Rad zu fahren.",The young boy learns how to ride a bike with his dad.,The little boy is learning how to ride his bike with his fathers help.
Ein Junge in einem roten Shirt und schwarzen Shorts kehrt eine Einfahrt.,Boy in red shirt and black shorts sweeps driveway.,A boy wearing a red shirt and black shorts is sweeping the floor.
Eine afrikanische Familie steht vor ein paar provisorischen Behausungen.,An african family are standing in front of some makeshift houses.,An African family is standing in front of some makeshift structures.
Ein Mann spielt neben einem Baum ein Instrument.,A man playing an instrument next to a tree.,A man is playing an instrument next to a tree.
Zwei Frauen halten sich über einen Tisch an den Händen und lächeln in die Kamera.,Two women are holding hands over a table and smiling at the camera.,Two women are sitting at a table holding hands and smiling into the camera.
Ein hechelnder brauner Hund geht auf dem Gras.,A panting brown dog walking on the grass.,A happy brown dog is walking on the grass.
Eine Baseballspielerin in einem schwarzen Shirt fängt eine Spielerin in einem weißen Shirt.,A baseball player in a black shirt just tagged a player in a white shirt.,A baseball player wearing a black shirt is hitting another baseball player who is also wearing a white shirt.
"Eine Frau hält einen großen Scheck für ""Kids' Food Basket"".",A woman is holding a large check for Kids Food Basket.,A woman holds a large check for kids food basket.Your task Rewrite
"Die zwei Hunde, einer mit einem Tennisball im Maul, laufen durch hohes Gras.","The two dogs, one with a tennis ball in its mouth, are running through tall grass.",The two dogs are running through tall grass with one dog holding a tennis ball in its mouth.
Zwei Erwachsene und zwei Kinder sitzen auf einer Parkbank.,Two adults and two children sit on a park bench.,Two adults and two children are sitting on a park bench.
Eine Frau bläst eine Pusteblume auf einer Wiese.,A woman in a grassy field blows on a dandelion.,A woman blows out a candle on grassy lawn.
Ein Mann verkauft Kartoffeln an eine Gruppe.,A man sells potatoes to a group of people.,A man is selling potatoes at a group of people.
Eine Gruppe versammelt sich auf einer Straße um einem Akkordeonspieler zuzuhören.,A group of people on a street gather together to listen to an accordion.,A group of people gather around an accordion player on the street.
Ein Mann sitzt auf einer Bank und hört Musik auf seinem iPod.,A man sits on a bench listing to his iPod,A man is sitting on a bench listening to his ipod music.
Ein alter Mann in dicker Kleidung sitzt in der U-Bahn und liest eine Zeitung.,An old man on a subway wearing heavy layered clothing is reading a newspaper.,An older man wearing a nice suit is sitting on the subway reading a newspaper. 
Ein älterer Mann mit Brille bereitet Fleisch zu.,An older man in glasses is preparing meat.,An older man with glasses prepares meat for cooking.Exercise 2 Translate German to
"Ein Mann macht einen Trick auf dem Fahrrad, bei dem er auf dem Hinterreifen balanciert.",A man performing a trick on a bicycle by standing on the pedals while the bike is upright.,A man doing a balancing trick on his bike with one foot off the ground.
Ein Mann ist am Strand und macht eine Sandskulptur.,A man is at the beach making a sand sculpture.,A man at the beach making a sand sculpture.Your task Rewrite
Mehrere Menschen essen an einem Picknicktisch im Park.,Multiple people in a park eating at a picnic table,Several people eating at a picnic table in the park.
Zwei Frauen werden bei einer Art Baumaßnahme an einem Baum festgeschnallt.,Two women are strapped to a tree in some type of construction job.,Two women are being lowered down a tree branch during a tree climbing activity.TreeClim
"Ein Cowboy versucht beim Rodeo, die 8 Sekunden zu schaffen.",A cowboy in a rodeo trying to beat the 8 second clock.,A cowboy is trying to do a rodeo in eight seconds or less.Exercise
Ein Hund springt durch ein brennendes Hindernis.,A dog is jumping through a fiery obstacle.,A dog is jumping through a burning obstacle.
Eine übergewichtige Frau mit langen schwarzen Haaren in einem rosa Shirt mit Namensschild trägt Lippenstift auf.,An overweight woman with long black hair in a pink shirt with a name tag is applying lipstick.,A overweight woman with long black hair and a pink shirt that has her name on it is wearing lip
Ein Mann repariert das Fahrrad eines kleinen Mädchens.,A man fixing a little girl's bicycle.,A man is fixing a girls bike that has a small tire.
Zwei Mädchen in bauschigen Kleidern tanzen vor ein paar Musikanten auf der Straße.,Two girls in puffy skirts are dancing in front of some musicians in the street.,Two girls dressed up in cute clothes are dancing outside of some musicians playing on the street. 
Der gelbe Hund trägt einen Stock übers Wasser.,The yellow dog is carrying a stick by water.,The yellow dog is carrying a stick over water.
Ein Mädchen in einem Sweatshirt verdeckt die Sonne.,A girl in a sweater is blocking the suns rays.,A girl wearing a sweatshirt is shading the sun.
Ein Rockkonzert findet statt.,A rock concert is taking place.,A rock concert is taking place in front of an audience.
Drei Frauen in leuchtenden Farben und mit Kopfbedeckungen halten Karten mit Liebesbotschaften.,Three women in bright colors and headdresses are holding love message cards.,Three women wearing bright colors and headbands are holding love notes. Your task
Ein brauner Hund gräbt im Dreck.,A brown dog is digging in the dirt.,A brown dog digging in the dirt.
Ein kleiner Junge in einem weiß gestreiften Shirt und mit einem Stirnband hält einen Tennisschläger.,Young boy in a white striped shirt and headband holding a tennis racket.,A little boy wearing a white striped shirt and head band holding a tennis racket.Your
Zwei Hunde laufen im Wald weg von der Kamera.,Two dogs running away from the camera in the woods.,Two dogs are running away from the camera in a forest setting.
Ein Mädchen spielt komplett bekleidet im Springbrunnen.,A girl is playing in the fountain fully clothed.,A girl is playing in the fountain completely dressed up.
Drei junge Sumoringer stehen und hören einem Ansager zu,Three young sumo wrestlers standing and listening to an announcer,Three young sumo wrestlers stand and listen to a referees instructions.
"Zwei männliche Wanderer inspizieren einen Baumstamm, der am Rand eines Waldweges liegt.",Two male hikers inspect a log by the side of a forest path.,Two male hikers examining a tree stump resting at the base of a forest trailway.
Drei Spieler bringen einen gegnerischen Spieler zu Boden.,Three players bring a team opponent to the ground.,Three players are bringing down an opponent on the ground.Your task Rewrite
Zwei Jungen überqueren eine Straße in einer Stadt während sie mit einem roten Fußball spielen.,Two boys cross a city street while kicking a red soccer ball.,Two boys are crossing a street while playing with a red soccer ball in an urban setting.
Ein Mann hält einen anderen mit seinem Rücken hoch.,A man holding up another with his back.,A man is holding another with his back up. Exercise 2 Translate German to
"Weißer Hund auf einem Berg dreht sich zu etwas außerhalb des Bildes um, Himmel im Hintergrund.","White dog on mountainside turns to face something offstage, sky in background.",White dog on mountain turning around outside picture of sky in background.
Ein Junge fährt Skateboard auf einer Skateboardrampe.,A boy riding a skateboard on a skateboarding ramp,A boy is skateboarding on a concrete ramp.
Ein Musiker mit langen Haaren spielt Keyboard.,"A long-haired, male musician is playing on a piano.",A musician with long hair is playing a keyboard instrument.
Drei Sportler halten Blumensträuße und stehen auf dem Siegerpodest.,Three athletes holding bouquets stand on the victory podium.,Three athletes holding flower bouquets and standing on the podium of their competition.Your
Zwei glatzköpfige Drag Queens in roten Kleidern.,Two bald drag queens in red dresses,Two drag queens dressed in red are performing on stage.
Ein kleiner Junge hängt von einer Kleiderstange.,A young boy is hanging onto a clothing rack.,A little boy hangs from a clothesline pole.
