,input_de,output_en,gt_en
450,Ein Junge in einem roten Shirt und schwarzen Shorts kehrt eine Einfahrt.,A boy wearing a red shirt and black shorts is walking into,Boy in red shirt and black shorts sweeps driveway.
451,Eine afrikanische Familie steht vor ein paar provisorischen Behausungen.,An African family stands in front of some makeshift dwellings.unused,An african family are standing in front of some makeshift houses.
452,Ein Mann spielt neben einem Baum ein Instrument.,A man plays an instrument next to a tree.unused,A man playing an instrument next to a tree.
453,Zwei Frauen halten sich über einen Tisch an den Händen und lächeln in die Kamera.,Two women hold onto a table while smiling at the camera.,Two women are holding hands over a table and smiling at the camera.
454,Ein hechelnder brauner Hund geht auf dem Gras.,A happy brown dog is running on the grass.unused,A panting brown dog walking on the grass.
455,Eine Baseballspielerin in einem schwarzen Shirt fängt eine Spielerin in einem weißen Shirt.,A female baseball player wearing a black shirt is catching another female,A baseball player in a black shirt just tagged a player in a white shirt.
456,"Eine Frau hält einen großen Scheck für ""Kids' Food Basket"".",A woman holds a large check for kids food basket.,A woman is holding a large check for Kids Food Basket.
457,"Die zwei Hunde, einer mit einem Tennisball im Maul, laufen durch hohes Gras.","The two dogs, one with a tennis ball in its mouth","The two dogs, one with a tennis ball in its mouth, are running through tall grass."
458,Zwei Erwachsene und zwei Kinder sitzen auf einer Parkbank.,Two adults and two children sitting on a park bench.,Two adults and two children sit on a park bench.
459,Eine Frau bläst eine Pusteblume auf einer Wiese.,A woman blows a bubble on a grassy field.,A woman in a grassy field blows on a dandelion.
460,Ein Mann verkauft Kartoffeln an eine Gruppe.,A man is selling potatoes to a group.unused,A man sells potatoes to a group of people.
461,Eine Gruppe versammelt sich auf einer Straße um einem Akkordeonspieler zuzuhören.,A group gathers around a street corner to listen to an accordion,A group of people on a street gather together to listen to an accordion.
462,Ein Mann sitzt auf einer Bank und hört Musik auf seinem iPod.,A man sitting on a bench listening to music on his iPod,A man sits on a bench listing to his iPod
463,Ein alter Mann in dicker Kleidung sitzt in der U-Bahn und liest eine Zeitung.,An elderly man dressed in thick clothing is sitting on the subway,An old man on a subway wearing heavy layered clothing is reading a newspaper.
464,Ein älterer Mann mit Brille bereitet Fleisch zu.,An older man with glasses prepares meat.unusedassistant,An older man in glasses is preparing meat.
465,"Ein Mann macht einen Trick auf dem Fahrrad, bei dem er auf dem Hinterreifen balanciert.",A man is balancing on the back tire of his bike while,A man performing a trick on a bicycle by standing on the pedals while the bike is upright.
466,Ein Mann ist am Strand und macht eine Sandskulptur.,A man is at the beach and making a sand sculpture.,A man is at the beach making a sand sculpture.
467,Mehrere Menschen essen an einem Picknicktisch im Park.,Several people eating at a picnic table in the park. affor,Multiple people in a park eating at a picnic table
468,Zwei Frauen werden bei einer Art Baumaßnahme an einem Baum festgeschnallt.,Two women are tied up in a construction project on a tree,Two women are strapped to a tree in some type of construction job.
469,"Ein Cowboy versucht beim Rodeo, die 8 Sekunden zu schaffen.",A cowboy tries to make the eight seconds at the rodeo.,A cowboy in a rodeo trying to beat the 8 second clock.
470,Ein Hund springt durch ein brennendes Hindernis.,A dog leaps through a burning obstacle. afforade A,A dog is jumping through a fiery obstacle.
471,Eine übergewichtige Frau mit langen schwarzen Haaren in einem rosa Shirt mit Namensschild trägt Lippenstift auf.,A fat woman with long black hair wearing a pink shirt with,An overweight woman with long black hair in a pink shirt with a name tag is applying lipstick.
472,Ein Mann repariert das Fahrrad eines kleinen Mädchens.,A man is fixing a girls bike.,A man fixing a little girl's bicycle.
473,Zwei Mädchen in bauschigen Kleidern tanzen vor ein paar Musikanten auf der Straße.,Two girls wearing puffy dresses dancing on the street for some musicians,Two girls in puffy skirts are dancing in front of some musicians in the street.
474,Der gelbe Hund trägt einen Stock übers Wasser.,The yellow dog is carrying a stick across the water.,The yellow dog is carrying a stick by water.
475,Ein Mädchen in einem Sweatshirt verdeckt die Sonne.,A girl in a sweatshirt is covering the sun. afforr,A girl in a sweater is blocking the suns rays.
476,Ein Rockkonzert findet statt.,A,A rock concert is taking place.
477,Drei Frauen in leuchtenden Farben und mit Kopfbedeckungen halten Karten mit Liebesbotschaften.,Three women wearing bright colors and head coverings are holding cards with,Three women in bright colors and headdresses are holding love message cards.
478,Ein brauner Hund gräbt im Dreck.,A tan colored dog digging in the dirt. afforrTRIBUTION,A brown dog is digging in the dirt.
479,Ein kleiner Junge in einem weiß gestreiften Shirt und mit einem Stirnband hält einen Tennisschläger.,A young boy wearing a white striped shirt and headband holding a,Young boy in a white striped shirt and headband holding a tennis racket.
480,Zwei Hunde laufen im Wald weg von der Kamera.,Two dogs are running away from the camera in the woods.,Two dogs running away from the camera in the woods.
481,Ein Mädchen spielt komplett bekleidet im Springbrunnen.,"A girl is playing in a fountain, completely naked. affor",A girl is playing in the fountain fully clothed.
482,Drei junge Sumoringer stehen und hören einem Ansager zu,Three young sumo wrestlers stand and listen to an announcer.unused,Three young sumo wrestlers standing and listening to an announcer
483,"Zwei männliche Wanderer inspizieren einen Baumstamm, der am Rand eines Waldweges liegt.",Two male hikers inspect a tree trunk lying on the edge of,Two male hikers inspect a log by the side of a forest path.
484,Drei Spieler bringen einen gegnerischen Spieler zu Boden.,Three players bring down an opposing player.assistant,Three players bring a team opponent to the ground.
485,Zwei Jungen überqueren eine Straße in einer Stadt während sie mit einem roten Fußball spielen.,Two boys cross a city street while playing with a red soccer,Two boys cross a city street while kicking a red soccer ball.
486,Ein Mann hält einen anderen mit seinem Rücken hoch.,A man is holding another up by his back.,A man holding up another with his back.
487,"Weißer Hund auf einem Berg dreht sich zu etwas außerhalb des Bildes um, Himmel im Hintergrund.",A white dog is turning around on a mountain to something outside,"White dog on mountainside turns to face something offstage, sky in background."
488,Ein Junge fährt Skateboard auf einer Skateboardrampe.,A boy is skateboarding on a skateboard ramp.,A boy riding a skateboard on a skateboarding ramp
489,Ein Musiker mit langen Haaren spielt Keyboard.,A musician with long hair plays the keyboard.,"A long-haired, male musician is playing on a piano."
490,Drei Sportler halten Blumensträuße und stehen auf dem Siegerpodest.,Three athletes hold bouquet of flowers and stand on the podium.,Three athletes holding bouquets stand on the victory podium.
491,Zwei glatzköpfige Drag Queens in roten Kleidern.,Two drag queens with smooth faces and red dresses.,Two bald drag queens in red dresses
492,Ein kleiner Junge hängt von einer Kleiderstange.,A young boy hanging from a clothes rod.,A young boy is hanging onto a clothing rack.
493,Ein kleines Mädchen in Pink hält sich an einer Stange fest.,A little girl in pink is holding onto a pole.,A little girl wearing pink is holding on to a bar.
494,Ein Mann in Grün springt auf seinem Motorrad über mehrere andere Motorräder.,A man in green jumps his motorcycle over several other motorcycles.,A man in green jumps serveral motorbikes on his own motorbike.
495,Eine Frau spielt im Park mit zwei kleinen Jungen.,A woman playing in the park with two small boys.,A woman playing with two young boys at a park
496,Vier Personen spielen Fußball auf einem Strand.,Four people are playing soccer on a beach.,Four people are playing soccer on a beach.
497,"Zwei Teenagerinnen umarmen sich vor Radfahrern im Hintergrund, eine trägt einen Fahrradhelm.",Two teenage girls embrace each other in front of a group of,"Two teenage girls hugging, one wearing a bicycle helmet, with cyclists in the background."
498,Zwei mittelgroße Hunde laufen über den Schnee.,Two mediumsized dogs are running through the snow.unused,Two medium sized dogs run across the snow.
499,"Eine Frau steht auf einem grünen Feld, hält einen weißen Hund und zeigt auf einen braunen Hund.",A woman stands on a green field holding a white dog and,A woman is standing in a green field holding a white dog and pointing at a brown dog.
500,"Ein Tisch voller gerahmter Bilder, ein Freiluftmarkt.",A table full of framed pictures with a outdoor market in the,"A table full of pictures in frames, at an outdoor market."
501,Zwei Personen sitzen gegen eine Wand gelehnt an einem Tisch im Freien und machen Grimassen.,Two people sitting on a bench against a wall with their faces,Two people sit at a table outside against a wall and make faces.
502,Zwei Typen mit gepiercten Brustwarzen lächeln.,,Two guys with nipple piercings are smiling.
503,Ein Kind liegt auf einem beigefarbenen Teppich und lacht.,A child is lying on a beige carpet and laughing.,A child is laying on a beige rug laughing.
504,"Ein Mann und eine Frau sitzen, fein gekleidet und mit eingehakten Armen.",A man and a woman are sitting dressed nicely with their arms,A man and woman are locked arms sitting down and all dressed up.
505,Zwei Frauen beim Schlammringen in einem Kinderbecken.,Two women are splashing around in a kiddie pool. affor,Two woman are mud wrestling in a kiddie pool.
506,Ein Typ in einem weißen Shirt schlendert mit einem Drink in der Hand.,A guy wearing a white shirt is strolling with a drink in,A guy in a white shirt is walking with a drink in his hand.
507,"Die Silhouetten von zwei Personen auf einem See, der einen bunten Himmel reflektiert.",Two silhouettes on a lake reflected by a colorful sky.,Two people are silhouetted against a lake reflecting a painted sky.
