de,en,predicted_en
Zwei Männer sitzen und unterhalten sich neben einem Gebäude aus Stein.,Two men sit talking near a stone building.,Two men sitting and talking in front of stone building.
Ein brünettes Kind mit Brille hält ein blondes Kind in einem roten Sweatshirt und gelben Stiefeln.,A brunette child with glasses holding a blond child wearing a red sweater and yellow boots.,"A brunette child with glasses is holding a blonde kid wearing a red and yellow sweatshirt, while"
Ein schwarz-weißer Hund spielt mit einem weißen Ball.,A black and white dog is playing with a white ball.,A black and white dog playing with a white ball.
Zwei Personen küssen sich auf einem Gehsteig vor eine Limousine während Leute vorbeigehen.,Two people are kissing on a sidewalk in front of a limo while people walk by.,Two people kissing on the sidewalk while pedestrians walk past an open limo door.
Eine Frau spielt Volleyball.,A woman is playing volleyball.,A woman plays volleyball.
Zwei große Hunde kämpfen auf einem unbefestigten unbewachsenen Gelände.,Two large dogs are fighting in a dirt field.,"Two large dogs fighting on an empty, abandoned ground."
Ein brauner Hund springt über eine Hürde.,A brown dog jumping over a hurdle.,A brown dog jumps over a fence.
Ein Mann in einem gestreiften Shirt raucht auf der Straße eine Zigarette.,A man wearing a striped shirt is smoking a cigarette on the street,A man wearing a striped shirt is smoking on the street corner.
Ein kleines Mädchen hält einen kleinen Jungen auf ihrem Schoß.,A little girl is holding a little boy on her lap.,A little girl holding her small boy on his shoulder.
"Ein Mann versucht an einem schönen Samstagnachmittag, einen sehr wütenden Bullen zu reiten.",A man trying to ride a very mad bull on a beautiful Saturday afternoon.,A man tries to ride a very large bull on a gorgeous sunny day morning.
"Kinder bemühen sich, beim Seilziehen zu gewinnen.",Children fight to win a tug-of-war battle.,Children are smiling while theyre riding their bikes in a race.
Ein Radfahrer lehnt sich auf einer unbefestigten Piste mit einem Mountainbike in die Kurve.,A cyclist is leaning a mountain bike around a bend on a dirt track.,A mountain biker is riding on an uneven trail with a bike down the curve.
Zwei Personen und eine angebundene Kuh vor einem Haus.,Two people and a leashed cow at a home.,Two people and a cow in front of house.Instruct Translate German to English.
"Der kleine Junge lernt mit seinem Vater, Rad zu fahren.",The young boy learns how to ride a bike with his dad.,The little boy is learning how to ride a bicycle with his father teaching him.Instructions
Ein Junge in einem roten Shirt und schwarzen Shorts kehrt eine Einfahrt.,Boy in red shirt and black shorts sweeps driveway.,A boy wearing a red shirt and black shorts is riding his bike down the street.
Eine afrikanische Familie steht vor ein paar provisorischen Behausungen.,An african family are standing in front of some makeshift houses.,An African family standing in front of a few store fronts.
Ein Mann spielt neben einem Baum ein Instrument.,A man playing an instrument next to a tree.,A man is playing a musical instrument next to a tree.
Zwei Frauen halten sich über einen Tisch an den Händen und lächeln in die Kamera.,Two women are holding hands over a table and smiling at the camera.,"Two women are sitting at a table, smiling for the camera."
Ein hechelnder brauner Hund geht auf dem Gras.,A panting brown dog walking on the grass.,A brown dog is running on the grassy ground.
Eine Baseballspielerin in einem schwarzen Shirt fängt eine Spielerin in einem weißen Shirt.,A baseball player in a black shirt just tagged a player in a white shirt.,A baseball player wearing a black shirt is throwing at another ballplayer in white shirt.
"Eine Frau hält einen großen Scheck für ""Kids' Food Basket"".",A woman is holding a large check for Kids Food Basket.,A woman is holding a large basket of food for kids.
"Die zwei Hunde, einer mit einem Tennisball im Maul, laufen durch hohes Gras.","The two dogs, one with a tennis ball in its mouth, are running through tall grass.",Two dogs running through tall grass with a tennis ball in one of their mouths.
Zwei Erwachsene und zwei Kinder sitzen auf einer Parkbank.,Two adults and two children sit on a park bench.,Two adults and two children sitting on park benches.
Eine Frau bläst eine Pusteblume auf einer Wiese.,A woman in a grassy field blows on a dandelion.,A woman blows up a balloon on the grassy field.
Ein Mann verkauft Kartoffeln an eine Gruppe.,A man sells potatoes to a group of people.,A man is selling apples at a group of people.
Eine Gruppe versammelt sich auf einer Straße um einem Akkordeonspieler zuzuhören.,A group of people on a street gather together to listen to an accordion.,A group of people are gathered around an arcade game on the street.
Ein Mann sitzt auf einer Bank und hört Musik auf seinem iPod.,A man sits on a bench listing to his iPod,"A man sits on a bank, listening music from his iPod."
Ein alter Mann in dicker Kleidung sitzt in der U-Bahn und liest eine Zeitung.,An old man on a subway wearing heavy layered clothing is reading a newspaper.,An older man dressed in darker clothing is sitting on the subway reading a newspaper.
Ein älterer Mann mit Brille bereitet Fleisch zu.,An older man in glasses is preparing meat.,An older man with glasses preparing meat for cooking.
"Ein Mann macht einen Trick auf dem Fahrrad, bei dem er auf dem Hinterreifen balanciert.",A man performing a trick on a bicycle by standing on the pedals while the bike is upright.,A man is doing tricks on his bike with one hand while balancing the other on the handlebars.
Ein Mann ist am Strand und macht eine Sandskulptur.,A man is at the beach making a sand sculpture.,A man on the beach sculpting sand into a sculpture.
Mehrere Menschen essen an einem Picknicktisch im Park.,Multiple people in a park eating at a picnic table,Several people eating at a picnic table in the park.
Zwei Frauen werden bei einer Art Baumaßnahme an einem Baum festgeschnallt.,Two women are strapped to a tree in some type of construction job.,Two women are posing for a photo at the entrance of a garden festival.
"Ein Cowboy versucht beim Rodeo, die 8 Sekunden zu schaffen.",A cowboy in a rodeo trying to beat the 8 second clock.,A cowboy trying to win the rodeo by completing eight tasks in a row.
Ein Hund springt durch ein brennendes Hindernis.,A dog is jumping through a fiery obstacle.,A dog jumps through a burning hoop.
Eine übergewichtige Frau mit langen schwarzen Haaren in einem rosa Shirt mit Namensschild trägt Lippenstift auf.,An overweight woman with long black hair in a pink shirt with a name tag is applying lipstick.,A very heavy woman with long black hair wearing a red shirt and name tag on her lapel is
Ein Mann repariert das Fahrrad eines kleinen Mädchens.,A man fixing a little girl's bicycle.,A man repairing a bicycle of a little girl.
Zwei Mädchen in bauschigen Kleidern tanzen vor ein paar Musikanten auf der Straße.,Two girls in puffy skirts are dancing in front of some musicians in the street.,Two girls dressed in fancy clothes are dancing with some musicians on the street.Instruct Translate
Der gelbe Hund trägt einen Stock übers Wasser.,The yellow dog is carrying a stick by water.,The yellow dog is holding a stick over water.
Ein Mädchen in einem Sweatshirt verdeckt die Sonne.,A girl in a sweater is blocking the suns rays.,A girl wearing a sweatshirt is looking at the sun.
Ein Rockkonzert findet statt.,A rock concert is taking place.,A rock concert is taking place here.
Drei Frauen in leuchtenden Farben und mit Kopfbedeckungen halten Karten mit Liebesbotschaften.,Three women in bright colors and headdresses are holding love message cards.,Three women wearing bright colors with headbands holding love cards.
Ein brauner Hund gräbt im Dreck.,A brown dog is digging in the dirt.,A brown dog is digging in the dirt.
Ein kleiner Junge in einem weiß gestreiften Shirt und mit einem Stirnband hält einen Tennisschläger.,Young boy in a white striped shirt and headband holding a tennis racket.,A little boy wearing a white shirt and striped pants holds a toy shovel.
Zwei Hunde laufen im Wald weg von der Kamera.,Two dogs running away from the camera in the woods.,Two dogs are running in the woods from a cameras view.
Ein Mädchen spielt komplett bekleidet im Springbrunnen.,A girl is playing in the fountain fully clothed.,A girl is playing completely dressed in the spring fountain.
Drei junge Sumoringer stehen und hören einem Ansager zu,Three young sumo wrestlers standing and listening to an announcer,Three young sumo wrestlers are standing and listening to an announcer.
"Zwei männliche Wanderer inspizieren einen Baumstamm, der am Rand eines Waldweges liegt.",Two male hikers inspect a log by the side of a forest path.,Two men walking in the woods admiring a tree stump that lies on the ground.
Drei Spieler bringen einen gegnerischen Spieler zu Boden.,Three players bring a team opponent to the ground.,Three players are playing a competitive game on the ground.
Zwei Jungen überqueren eine Straße in einer Stadt während sie mit einem roten Fußball spielen.,Two boys cross a city street while kicking a red soccer ball.,Two boys are playing soccer while walking on a street of a city.
Ein Mann hält einen anderen mit seinem Rücken hoch.,A man holding up another with his back.,A man holding another person with his back raised up.
"Weißer Hund auf einem Berg dreht sich zu etwas außerhalb des Bildes um, Himmel im Hintergrund.","White dog on mountainside turns to face something offstage, sky in background.",White dog on mountain looks up at sky in background.
Ein Junge fährt Skateboard auf einer Skateboardrampe.,A boy riding a skateboard on a skateboarding ramp,A boy is skateboarding on one of the ramps at a skate park.
