,input_de,output_en,gt_en
451,Eine afrikanische Familie steht vor ein paar provisorischen Behausungen.,A family of Africans is standing in front of a few,An african family are standing in front of some makeshift houses.
452,Ein Mann spielt neben einem Baum ein Instrument.,A man playing a musical instrument beside a tree.im,A man playing an instrument next to a tree.
453,Zwei Frauen halten sich über einen Tisch an den Händen und lächeln in die Kamera.,Two women are holding hands and laughing at the camera on,Two women are holding hands over a table and smiling at the camera.
454,Ein hechelnder brauner Hund geht auf dem Gras.,A brown dog with a muzzle is going through the,A panting brown dog walking on the grass.
455,Eine Baseballspielerin in einem schwarzen Shirt fängt eine Spielerin in einem weißen Shirt.,A baseball player is catching another player in a black sh,A baseball player in a black shirt just tagged a player in a white shirt.
456,"Eine Frau hält einen großen Scheck für ""Kids' Food Basket"".",A woman holds a large check for kids food basket,A woman is holding a large check for Kids Food Basket.
457,"Die zwei Hunde, einer mit einem Tennisball im Maul, laufen durch hohes Gras.",The two dogs are walking through high grass. One dog is,"The two dogs, one with a tennis ball in its mouth, are running through tall grass."
458,Zwei Erwachsene und zwei Kinder sitzen auf einer Parkbank.,Two adults and two children are sitting on a park ben,Two adults and two children sit on a park bench.
459,Eine Frau bläst eine Pusteblume auf einer Wiese.,A woman is blowing a candle on the grassy,A woman in a grassy field blows on a dandelion.
460,Ein Mann verkauft Kartoffeln an eine Gruppe.,A man is selling potatoes to a group of people,A man sells potatoes to a group of people.
461,Eine Gruppe versammelt sich auf einer Straße um einem Akkordeonspieler zuzuhören.,A group of people are gathered around an acoustic guitar,A group of people on a street gather together to listen to an accordion.
462,Ein Mann sitzt auf einer Bank und hört Musik auf seinem iPod.,A man is sitting on a bench and listening to music,A man sits on a bench listing to his iPod
463,Ein alter Mann in dicker Kleidung sitzt in der U-Bahn und liest eine Zeitung.,A man dressed up in a heavy coat is sitting in the,An old man on a subway wearing heavy layered clothing is reading a newspaper.
464,Ein älterer Mann mit Brille bereitet Fleisch zu.,An older man with glasses is preparing meat.,An older man in glasses is preparing meat.
465,"Ein Mann macht einen Trick auf dem Fahrrad, bei dem er auf dem Hinterreifen balanciert.",A man is performing a trick on his bike by bal,A man performing a trick on a bicycle by standing on the pedals while the bike is upright.
466,Ein Mann ist am Strand und macht eine Sandskulptur.,A man is on the beach making a sand sculpture.,A man is at the beach making a sand sculpture.
467,Mehrere Menschen essen an einem Picknicktisch im Park.,Several people are eating at a picnic table in the,Multiple people in a park eating at a picnic table
468,Zwei Frauen werden bei einer Art Baumaßnahme an einem Baum festgeschnallt.,Two women are being held down by a crane while they,Two women are strapped to a tree in some type of construction job.
469,"Ein Cowboy versucht beim Rodeo, die 8 Sekunden zu schaffen.",A cowboy is trying to ride a horse in the rode,A cowboy in a rodeo trying to beat the 8 second clock.
470,Ein Hund springt durch ein brennendes Hindernis.,A dog jumps through a burning obstacle course.,A dog is jumping through a fiery obstacle.
471,Eine übergewichtige Frau mit langen schwarzen Haaren in einem rosa Shirt mit Namensschild trägt Lippenstift auf.,A woman with a long black hair wearing a red sh,An overweight woman with long black hair in a pink shirt with a name tag is applying lipstick.
472,Ein Mann repariert das Fahrrad eines kleinen Mädchens.,A man is repairing a bike for a little girl,A man fixing a little girl's bicycle.
473,Zwei Mädchen in bauschigen Kleidern tanzen vor ein paar Musikanten auf der Straße.,Two girls dressed in a building style dance near some musicians,Two girls in puffy skirts are dancing in front of some musicians in the street.
474,Der gelbe Hund trägt einen Stock übers Wasser.,The yellow dog is wearing a life vest over his water,The yellow dog is carrying a stick by water.
475,Ein Mädchen in einem Sweatshirt verdeckt die Sonne.,A girl wearing a sweater covering the sun.,A girl in a sweater is blocking the suns rays.
476,Ein Rockkonzert findet statt.,A rock concert is happening.,A rock concert is taking place.
477,Drei Frauen in leuchtenden Farben und mit Kopfbedeckungen halten Karten mit Liebesbotschaften.,Three women wearing bright colors and headbands are holding,Three women in bright colors and headdresses are holding love message cards.
478,Ein brauner Hund gräbt im Dreck.,A brown dog is digging in the dirt.,A brown dog is digging in the dirt.
479,Ein kleiner Junge in einem weiß gestreiften Shirt und mit einem Stirnband hält einen Tennisschläger.,A little boy in a white shirt and sunglass,Young boy in a white striped shirt and headband holding a tennis racket.
480,Zwei Hunde laufen im Wald weg von der Kamera.,Two dogs are walking away from the camera in a wooded,Two dogs running away from the camera in the woods.
481,Ein Mädchen spielt komplett bekleidet im Springbrunnen.,A girl is playing completely dressed in a sprinkler.,A girl is playing in the fountain fully clothed.
482,Drei junge Sumoringer stehen und hören einem Ansager zu,Three young sumo wrestlers standing and listening to a ref,Three young sumo wrestlers standing and listening to an announcer
483,"Zwei männliche Wanderer inspizieren einen Baumstamm, der am Rand eines Waldweges liegt.",Two men are inspecting a tree stump on the edge,Two male hikers inspect a log by the side of a forest path.
484,Drei Spieler bringen einen gegnerischen Spieler zu Boden.,Three players are bringing down a rival player on the floor.,Three players bring a team opponent to the ground.
485,Zwei Jungen überqueren eine Straße in einer Stadt während sie mit einem roten Fußball spielen.,Two boys are playing soccer on a street while one is,Two boys cross a city street while kicking a red soccer ball.
486,Ein Mann hält einen anderen mit seinem Rücken hoch.,A man holds another persons back with his arms.,A man holding up another with his back.
487,"Weißer Hund auf einem Berg dreht sich zu etwas außerhalb des Bildes um, Himmel im Hintergrund.",A white dog is turning around while looking at something outside the,"White dog on mountainside turns to face something offstage, sky in background."
488,Ein Junge fährt Skateboard auf einer Skateboardrampe.,A young boy is riding a skateboard on an,A boy riding a skateboard on a skateboarding ramp
489,Ein Musiker mit langen Haaren spielt Keyboard.,This is a photograph of a musician playing the keyboard.,"A long-haired, male musician is playing on a piano."
490,Drei Sportler halten Blumensträuße und stehen auf dem Siegerpodest.,Three athletes hold bouquets and stand on the pod,Three athletes holding bouquets stand on the victory podium.
491,Zwei glatzköpfige Drag Queens in roten Kleidern.,"Two glamorous drag queens dressed in red, with",Two bald drag queens in red dresses
492,Ein kleiner Junge hängt von einer Kleiderstange.,A little boy is hanging on a clothesline with his,A young boy is hanging onto a clothing rack.
493,Ein kleines Mädchen in Pink hält sich an einer Stange fest.,A little girl holding on to a stick.,A little girl wearing pink is holding on to a bar.
494,Ein Mann in Grün springt auf seinem Motorrad über mehrere andere Motorräder.,A man dressed in green is jumping over several motorcy,A man in green jumps serveral motorbikes on his own motorbike.
495,Eine Frau spielt im Park mit zwei kleinen Jungen.,A woman is playing with two little boys in a park.,A woman playing with two young boys at a park
496,Vier Personen spielen Fußball auf einem Strand.,Four people playing soccer on a beach.,Four people are playing soccer on a beach.
497,"Zwei Teenagerinnen umarmen sich vor Radfahrern im Hintergrund, eine trägt einen Fahrradhelm.",Two teenage girls are kissing in front of a,"Two teenage girls hugging, one wearing a bicycle helmet, with cyclists in the background."
498,Zwei mittelgroße Hunde laufen über den Schnee.,Two medium sized dogs are walking through the snow.,Two medium sized dogs run across the snow.
499,"Eine Frau steht auf einem grünen Feld, hält einen weißen Hund und zeigt auf einen braunen Hund.",A woman stands on a green field holding a white dog and,A woman is standing in a green field holding a white dog and pointing at a brown dog.
500,"Ein Tisch voller gerahmter Bilder, ein Freiluftmarkt.",A table filled with framed pictures and a outdoor market,"A table full of pictures in frames, at an outdoor market."
501,Zwei Personen sitzen gegen eine Wand gelehnt an einem Tisch im Freien und machen Grimassen.,"Two people are sitting against a wall, leaning on their",Two people sit at a table outside against a wall and make faces.
502,Zwei Typen mit gepiercten Brustwarzen lächeln.,Two types of people with pierced breasts are laughing,Two guys with nipple piercings are smiling.
503,Ein Kind liegt auf einem beigefarbenen Teppich und lacht.,A child is lying on a blue rug and smiling.,A child is laying on a beige rug laughing.
504,"Ein Mann und eine Frau sitzen, fein gekleidet und mit eingehakten Armen.",This man and woman are dressed very nicely with their arms covered,A man and woman are locked arms sitting down and all dressed up.
505,Zwei Frauen beim Schlammringen in einem Kinderbecken.,Two women are rinsing sand off their feet while playing,Two woman are mud wrestling in a kiddie pool.
506,Ein Typ in einem weißen Shirt schlendert mit einem Drink in der Hand.,A guy walking around with a drink and a white sh,A guy in a white shirt is walking with a drink in his hand.
507,"Die Silhouetten von zwei Personen auf einem See, der einen bunten Himmel reflektiert.",The silhouettes of two people on a lake reflecting,Two people are silhouetted against a lake reflecting a painted sky.
508,Mehrere formell gekleidete Personen sitzen an einem Tisch.,Several formal dressed people are sitting at a table in the conference,Several people sit at a table in formal clothing.
509,Zwei Mädchen (eine in Blau und die andere in Pink) liefern sich ein Rennen auf Rollschuhen.,"Two girls, one wearing blue and the other pink","Two girls (one dressed in blue, and one dressed in pink) are racing one another on rollerskates."
