en,de,generated_de
A deer jumps a fence.,Ein Reh springt über einen Zaun.,"<|user|>
A deer jumps a fence. 
<|assistant|>:
Ein Wölfer springt über eine Mauer hoch.  10 km von"
Three dogs play with each other out in the field.,Drei Hunde spielen auf einem Feld.,"<|user|>
Three dogs play with each other out in the field. 
<|assistant|>:
Drei Hunde spielen mit einem anderen Herzen auf dem Feld zusammen. Das erste F"
Two young children are on sand.,Zwei kleine Kinder auf dem Sand.,"<|user|>
Two young children are on sand. 
<|assistant|>:
Zwei kleine Kinder sind auf Sand bewegt. 
\</assignatie_sch"
A smiling young boy plays in the leaves among the ducks.,Ein lächelnder Junge spielt im Laub mit den Enten.,"<|user|>
A smiling young boy plays in the leaves among the ducks. 
<|assistant|>:
Ein lächelnder Junge spielt mit den Blättern zwischen Dämon"
"These four people are standing outdoors, with 3 dogs.",Diese vier Personen stehen mit 3 Hunden im Freien.,"<|user|>
These four people are standing outdoors, with 3 dogs. 
<|assistant|>:
Diese vier Menschen stehen draußen und haben drei Hunde im Freien. 5"
"While visiting the Mayan ruins, a guide points in the direction of more attractions.",Beim Besuch von Maya-Ruinen zeigt ein Führer in Richtung weiterer Sehenswürdigkeiten.,"<|user|>
While visiting the Mayan ruins, a guide points in the direction of more attractions. 
<|assistant|>:
Ein Guide zeigt auf den Ruinen der mayaischen Kultur Richtung mehrseitiger An"
Girl wearing radio t-shirt has open mouth,Ein Mädchen in einem Radio-T-Shirt mit offenem Mund,"<|user|>
Girl wearing radio t-shirt has open mouth 
<|assistant|>:
Ein Mädchen mit einem Radioschalter hat die Zunge öffnet."
A tribal group filling water jugs in the desert.,Eine Gruppe Stammesangehöriger füllt in der Wüste Wasserbehälter.,"<|user|>
A tribal group filling water jugs in the desert. 
<|assistant|>:
Eine Gruppe von indischen Reisenden, die Wasserbecher vollzieht im W"
A man standing on a city street.,Ein Mann steht auf einer Straße in der Stadt.,"<|user|>
A man standing on a city street. 
<|assistant|>:Ein Mann steht auf einer Straße in der Stadt. 
Die Straßenbahn ist vorbei,"
A flock of birds fly away with food in their beaks.,Ein Schwarm Vögel fliegt mit Futter in den Schnäbeln weg.,"<|user|>
A flock of birds fly away with food in their beaks. 
<|assistant|>:
Ein Vögelschwarm fliegt mit Essen im Becken weg,"
Two men ride through farm land as they guide their mule powered trailer.,Zwei Männer reiten über eine Farm und führen einen von einem Esel gezogenen Wagen.,"<|user|>
Two men ride through farm land as they guide their mule powered trailer. 
<|assistant|>:
Zwei Männer fahren durch Farmland, während sie auf ihrer Pferde-Traktor"
Two people stand at the peak of a mountain.,Zwei Männer stehen auf einem Berggipfel.,"<|user|>
Two people stand at the peak of a mountain. 
<|assistant|>:
Zwei Leute stehen am höchsten Punkt eines Berges. 
Drei Personen"
Young girl enjoying herself as she makes a snow angel.,Ein junges Mädchen hat Spaß während es einen Schneeengel macht.,"<|user|>
Young girl enjoying herself as she makes a snow angel. 
<|assistant|>:
Ein junges Mädchen genießt sich, während sie einen Schneeko"
Three guys smiling for camera and showing off their muscles.,Drei Männer lächeln für die Kamera und zeigen ihre Muskeln.,"<|user|>
Three guys smiling for camera and showing off their muscles. 
<|assistant|>:
Drei Männer lächeln für Kamera und zeigen ihre Muskulatur aus."
A person is writing on a chalkboard in a empty classroom.,Eine Person schreibt auf einer Tafel in einem leeren Klassenzimmer.,"<|user|>
A person is writing on a chalkboard in a empty classroom. 
<|assistant|>:
Eine Person schreibt auf einem Leinwand im leeren Klassenzimmer etwas"
A man in a black shirt sitting at a table with an open Apple laptop in front of him.,Ein Mann in einem schwarzen Shirt sitzt mit einem offenen Apple-Laptop vor sich an einem Tisch.,"<|user|>
A man in a black shirt sitting at a table with an open Apple laptop in front of him. 
<|assistant|>:
Ein Mann mit schwarzem Hemd sitzt am Tisch vor einer Tablette,"
Four people relaxing on a grassy hill overlooking a rocky valley.,Vier Personen entspannen auf einem grasbewachsenen Hügel mit Ausblick auf ein felsiges Tal.,"<|user|>
Four people relaxing on a grassy hill overlooking a rocky valley. 
<|assistant|>:
Vier Personen, die sich auf einem grasbewachsenen Hügel über einen steilen"
A boy with a skateboard if jumping in the air along some railway tracks.,Ein Junge auf einem Skateboard springt neben Eisenbahnschienen in die Luft.,"<|user|>
A boy with a skateboard if jumping in the air along some railway tracks. 
<|assistant|>:
Ein Junge mit einem Skater board springt durch die Luft, an einer Bahnstre"
There is a man in an orange shirt playing tennis.,Ein Mann in einem orangefarbenen Shirt spielt Tennis.,"<|user|>
There is a man in an orange shirt playing tennis. 
<|assistant|>:
Ein Mann mit einem orangen Hemd spielt Tennis.  
Die Tenniss"
The dog with the red collar is bearing its teeth at the dog with the blue collar.,Der Hund mit dem roten Halsband knurrt den Hund mit dem blauen Halsband an.,"<|user|>
The dog with the red collar is bearing its teeth at the dog with the blue collar. 
<|assistant|>:
Der Hund mit dem roten Kopfband trägt seine Zähne an einem anderen"
The boy is outside enjoying a summer day.,Der Junge ist im Freien und genießt einen Sommertag.,"<|user|>
The boy is outside enjoying a summer day. 
<|assistant|>:
Ein Junge ist draußen und genießt einen Sommertag mitten im Fre"
A worker in an orange work suit is kneeling down inspecting a piece of machinery.,Ein Arbeiter in einem orangefarbenen Arbeitsanzug kniet und inspiziert eine Maschine.,"<|user|>
A worker in an orange work suit is kneeling down inspecting a piece of machinery. 
<|assistant|>:
Eine Arbeiter mit einem orangen Arbeitsanzug kniet und überprüft ein Werkzeug"
Men in cowboy hats stand around at a rodeo.,Männer in Cowboyhüten stehen bei einem Rodeo herum.,"<|user|>
Men in cowboy hats stand around at a rodeo. 
<|assistant|>:
Männer mit Cowboygürtzen stehen bei einem Rodeowettkurs her"
There are two dogs in the snow and one has something in his mouth.,"Zwei Hunde sind im Schnee, einer von ihnen hat etwas im Maul.","<|user|>
There are two dogs in the snow and one has something in his mouth. 
<|assistant|>:
Zwei Hunde im Schnee, von denen eines etwas seines Mauls hat und der andere"
An employee takes a break from working to have a drink,"Eine Arbeitnehmerin macht eine Pause, um etwas zu trinken.","<|user|>
An employee takes a break from working to have a drink 
<|assistant|>:
Ein Arbeiter macht ein Pause, damit er sich in der Lage ist zu ess"
A beige dog runs behind a white dog holding a yellow toy.,Ein beigefarbener Hund läuft hinter einem weißen Hund mit einem gelben Spielzeug.,"<|user|>
A beige dog runs behind a white dog holding a yellow toy. 
<|assistant|>:Ein brauner Hund läuft hinter einem weißen Fuchs, der ein"
Hockey player in white uniform with stick,Hockeyspieler in weißem Trikot mit einem Schläger.,"<|user|>
Hockey player in white uniform with stick 
<|assistant|>:
Ein Hockeyspieler hat einen Stielstock. Der Spieler weißer Uniform, der"
Man in a white shirt with a gold watch playing with a circuit board.,Mann in einem weißen Hemd und Golduhr spielt mit einer Platine.,"<|user|>
Man in a white shirt with a gold watch playing with a circuit board. 
<|assistant|>:
Ein Mann mit einem weißen Oberteil und einer Golduhr spielt an ein"
A black horse sticking its head through a fence trying to reach the grass.,"Ein schwarzes Pferd steckt seinen Kopf durch einen Zaun und versucht, an das Gras zu kommen.","<|user|>
A black horse sticking its head through a fence trying to reach the grass. 
<|assistant|>:
Ein schwarzer Pferd hält den Kopf durch ein Zaun und vers"
A crackhead is pretending to keep his hands warm but actually he is smoking crack.,"Ein Crack-Opfer tut so, als würde es seine Hände aufwärmen wollen, raucht aber in Wahrheit Crack.","<|user|>
A crackhead is pretending to keep his hands warm but actually he is smoking crack. 
<|assistant|>:
Eine Kriminalität präsentiert sich als eine Handvollwasser und sch"
Two guys and a girl smiling.,Zwei Typen und eine Frau lächeln.,"<|user|>
Two guys and a girl smiling. 
<|assistant|>:
Zwei Männer und ein Mädchen lächeln. 2013 in der"
"A child leans over a display made up of blue and yellow plastic, while an adult looks on.",Ein Kind beugt sich über eine Auslage aus blauem und gelbem Plastik während eine Erwachsener zusieht.,"<|user|>
A child leans over a display made up of blue and yellow plastic, while an adult looks on. 
<|assistant|>:
Ein Kind lehnt sich über eine Ausstattung aus blau-gelben Pl"
A black-and-white dog goes for a flattened ball on the snow.,Ein schwarz-weißer Hund läuft zu einem kaputten Ball im Schnee.,"<|user|>
A black-and-white dog goes for a flattened ball on the snow. 
<|assistant|>:
Ein schwarz und weißer Hund läuft mit einem flachen Ball"
A young girl standing next to a yellow cat on a kitchen countertop.,Ein junges Mädchen steht neben einer gelben Katze auf einer Küchenarbeitsplatte.,"<|user|>
A young girl standing next to a yellow cat on a kitchen countertop. 
<|assistant|>:
Ein junges Mädchen steht neben einer gelben Katze auf dem Küch"
The two kids are playing at the playground.,Die zwei Kinder Spielen auf dem Spielplatz.,"<|user|>
The two kids are playing at the playground. 
<|assistant|>: Die zwei Kinder spielen am Spielplatz. 
Die beiden Knaben sind auf dem Play"
A tennis player in a green striped shirt is holding his hand up to his mouth.,Ein Tennisspieler in einem grün gestreiften Shirt hält seine Hand vor den Mund.,"<|user|>
A tennis player in a green striped shirt is holding his hand up to his mouth. 
<|assistant|>:
Ein Tennisspieler mit grün gestreiftem Hemd hält seine Hand"
A boy in a red suit plays in the water.,Ein Junge in einem roten Badeanzug spielt im Wasser.,"<|user|>
A boy in a red suit plays in the water. 
<|assistant|>:
Ein Junge mit rotem Anzug spielt im Wasser. 
	Zw"
A child wearing a red coat and cap is holding a large chunk of snow.,Ein Kind mit roter Jacke und Mütze hält ein großes Stück Schnee.,"<|user|>
A child wearing a red coat and cap is holding a large chunk of snow. 
<|assistant|>:
Ein Kind mit rotem Mantel und Kopfbedeckung hält eine große"
Two officers with orange jackets stand outside a white tent with onlookers.,Zwei Polizisten in orangefarbenen Warnwesten stehen mit Passanten vor einem weißen Zelt.,"<|user|>
Two officers with orange jackets stand outside a white tent with onlookers. 
<|assistant|>:
Zwei Polizisten mit orangen Jacken stehen draußen vor einem weißen"
Two people standing next to a tree on the ground.,Zwei Personen stehen neben einem Baum.,"<|user|>
Two people standing next to a tree on the ground. 
<|assistant|>:
Zwei Personen stehen neben einem Baum auf dem Boden. 21059"
Two men sit talking near a stone building.,Zwei Männer sitzen und unterhalten sich neben einem Gebäude aus Stein.,"<|user|>
Two men sit talking near a stone building. 
<|assistant|>:
Zwei Männer unterhalten sich neben einem Steinbau in der Nähe von einer Steintür"
A brunette child with glasses holding a blond child wearing a red sweater and yellow boots.,Ein brünettes Kind mit Brille hält ein blondes Kind in einem roten Sweatshirt und gelben Stiefeln.,"<|user|>
A brunette child with glasses holding a blond child wearing a red sweater and yellow boots. 
<|assistant|>:
Ein braunes Kind mit Brille hält ein schwarzes, gelbes und ro"
A black and white dog is playing with a white ball.,Ein schwarz-weißer Hund spielt mit einem weißen Ball.,"<|user|>
A black and white dog is playing with a white ball. 
<|assistant|>:
Ein schwarz-weißer Hund spielt mit einem weißen Ball"
Two people are kissing on a sidewalk in front of a limo while people walk by.,Zwei Personen küssen sich auf einem Gehsteig vor eine Limousine während Leute vorbeigehen.,"<|user|>
Two people are kissing on a sidewalk in front of a limo while people walk by. 
<|assistant|>:
Zwei Personen küssen sich vor einer Limousine und während Leute gehen, kommen"
A woman is playing volleyball.,Eine Frau spielt Volleyball.,"<|user|>
A woman is playing volleyball. 
<|assistant|>:
Eine Frau spielt Volleblümchen. 10 Sportarten"
Two large dogs are fighting in a dirt field.,Zwei große Hunde kämpfen auf einem unbefestigten unbewachsenen Gelände.,"<|user|>
Two large dogs are fighting in a dirt field. 
<|assistant|>:
Zwei große Hunde kämpfen auf einem Gelände mit Boden.  
2"
A brown dog jumping over a hurdle.,Ein brauner Hund springt über eine Hürde.,"<|user|>
A brown dog jumping over a hurdle. 
<|assistant|>:
Ein brauner Hund springt über eine Stange hinüber. Die Masse"
A man wearing a striped shirt is smoking a cigarette on the street,Ein Mann in einem gestreiften Shirt raucht auf der Straße eine Zigarette.,"<|user|>
A man wearing a striped shirt is smoking a cigarette on the street 
<|assistant|>:
Ein Mann in einem gestreiften Hemd raucht eine Zigarra auf"
A little girl is holding a little boy on her lap.,Ein kleines Mädchen hält einen kleinen Jungen auf ihrem Schoß.,"<|user|>
A little girl is holding a little boy on her lap. 
<|assistant|>:
Ein kleines Mädchen hält ein kleiner Junge auf seinem Schoß"
A man trying to ride a very mad bull on a beautiful Saturday afternoon.,"Ein Mann versucht an einem schönen Samstagnachmittag, einen sehr wütenden Bullen zu reiten.","<|user|>
A man trying to ride a very mad bull on a beautiful Saturday afternoon. 
<|assistant|>:
Ein Mann versucht, einen sehr seltenen Bären auf einem schönsten S"
